id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A00004,Hale,Married,M,59759,Real Estate,80231,39,Bronze,2,5000,ANNUAL,ACTIVE,1,22,2007,,,
A02505,Carpenter,Single,M,74069,Information Technology,80231,23,Gold,0,9000,ANNUAL,ACTIVE,1,11,2010,,,
A07871,Strickland,Single,M,44977,Industrials,80237,41,Platinum,0,15000,ANNUAL,ACTIVE,12,31,2012,,,
A02614,Soto,Married,M,85994,Consumer Discretionary,80237,48,Silver,1,7000,ANNUAL,ACTIVE,12,31,2009,,,
A01154,Ortega,Single,M,40066,Energy,80237,26,Bronze,0,5000,MONTHLY,ACTIVE,12,31,2008,,,
A02559,Dawson,Married,M,105951,Financials,80237,46,Bronze,3,5000,ANNUAL,ACTIVE,12,29,2009,,,
A07618,Gray,Married,M,48850,Consumer Staples,80237,55,Gold,1,9000,SEMI-ANNUAL,ACTIVE,12,12,2012,,,
A01039,Wagner,Married,F,103018,Telecommunication Services,80237,47,Platinum,1,15000,MONTHLY,ACTIVE,12,11,2008,,,
A02421,Parks,Married,F,47626,Materials,80237,48,Bronze,1,5000,QUARTERLY,ACTIVE,12,3,2009,,,
A01016,Wright,Married,M,46879,Utilities,80237,40,Gold,3,9000,MONTHLY,ACTIVE,12,1,2008,,,
A07522,Boyd,Married,M,111579,Consumer Staples,80237,44,Platinum,1,15000,ANNUAL,ACTIVE,11,30,2012,,,
A10358,Spencer,Single,F,45716,Financials,80237,29,Gold,0,9000,MONTHLY,ACTIVE,11,29,2013,,,
A10185,Floyd,Single,F,88467,Materials,80237,25,Silver,0,7000,SEMI-ANNUAL,ACTIVE,11,7,2013,,,
A10138,Massey,Married,F,72044,Unclassified,80237,28,Bronze,2,5000,MONTHLY,ACTIVE,10,31,2013,,,
A04955,Gregory,Married,M,63745,Financials,80237,53,Bronze,2,5000,ANNUAL,ACTIVE,10,29,2010,,,
A10003,Shelton,Married,M,104467,Information Technology,80237,42,Silver,1,7000,MONTHLY,ACTIVE,10,8,2013,,,
A04888,Yates,Married,F,100748,Utilities,80237,51,Platinum,2,15000,ANNUAL,ACTIVE,10,8,2010,,,
A00050,Wilkerson,Married,M,112690,Consumer Discretionary,80237,33,Platinum,1,15000,ANNUAL,ACTIVE,10,5,2007,,,
A09936,Stephens,Single,M,47097,Health Care,80237,35,Gold,0,9000,MONTHLY,ACTIVE,9,30,2013,,,
A00835,Griffith,Single,M,65214,Financials,80237,38,Silver,0,7000,ANNUAL,ACTIVE,9,30,2008,,,
A02112,Garner,Married,F,77067,Health Care,80237,40,Bronze,1,5000,ANNUAL,ACTIVE,9,25,2009,,,
A02124,Bates,Married,M,46338,Consumer Staples,80237,50,Platinum,1,15000,QUARTERLY,ACTIVE,9,25,2009,,,
A04868,Huff,Married,M,49622,Consumer Staples,80237,34,Bronze,1,5000,ANNUAL,ACTIVE,9,20,2010,,,
A09760,Buchanan,Single,M,43569,Health Care,80237,23,Silver,0,7000,SEMI-ANNUAL,ACTIVE,9,19,2013,,,
A04618,Lawson,Married,M,56727,Telecommunication Services,80237,65,Bronze,2,5000,ANNUAL,ACTIVE,8,31,2010,,,
A02019,Sanders,Married,M,95134,Energy,80237,34,Silver,1,7000,ANNUAL,ACTIVE,8,31,2009,,,
A02042,Dean,Married,M,43900,Real Estate,80237,38,Silver,3,7000,ANNUAL,ACTIVE,8,31,2009,,,
A02022,Allison,Married,F,56802,Health Care,80237,39,Gold,2,9000,MONTHLY,ACTIVE,8,31,2009,,,
A04602,Ortega,Married,M,113213,Unclassified,80237,25,Silver,1,7000,ANNUAL,ACTIVE,8,30,2010,,,
A09598,Stanley,Married,M,47478,Real Estate,80237,51,Platinum,1,15000,MONTHLY,ACTIVE,8,29,2013,,,
A00718,Holland,Married,M,53485,Real Estate,80237,37,Bronze,3,5000,MONTHLY,ACTIVE,8,28,2008,,,
A04553,Owen,Married,M,93668,Financials,80237,48,Bronze,2,5000,ANNUAL,ACTIVE,8,27,2010,,,
A09508,Murphy,Married,M,57467,Consumer Staples,80237,55,Bronze,2,5000,ANNUAL,ACTIVE,8,26,2013,,,
A09514,Moss,Married,M,82881,Consumer Staples,80237,47,Gold,3,9000,SEMI-ANNUAL,ACTIVE,8,19,2013,,,
A09502,White,Married,M,43683,Health Care,80237,37,Silver,2,7000,ANNUAL,ACTIVE,8,14,2013,,,
A09353,Klein,Married,M,105413,Consumer Discretionary,80237,61,Silver,1,7000,MONTHLY,ACTIVE,7,25,2013,,,
A01895,Cobb,Married,F,95570,Information Technology,80237,26,Bronze,2,5000,ANNUAL,ACTIVE,7,22,2009,,,
A09283,Singleton,Married,M,73881,Materials,80237,61,Platinum,3,15000,MONTHLY,ACTIVE,7,12,2013,,,
A04176,Cunningham,Single,M,105976,Consumer Staples,80237,19,Platinum,0,15000,QUARTERLY,ACTIVE,7,2,2010,,,
A04165,Barnes,Married,M,71159,Telecommunication Services,80237,49,Platinum,1,15000,ANNUAL,ACTIVE,6,30,2010,,,
A00031,Hernandez,Married,M,100071,Materials,80237,44,Silver,1,7000,QUARTERLY,ACTIVE,6,29,2007,,,
A09234,Chavez,Married,M,110451,Industrials,80237,42,Platinum,3,15000,ANNUAL,ACTIVE,6,28,2013,,,
A09203,Morales,Married,M,113073,Unclassified,80237,62,Platinum,1,15000,MONTHLY,ACTIVE,6,28,2013,,,
A09227,Lowe,Married,M,76821,Energy,80237,66,Bronze,1,5000,ANNUAL,ACTIVE,6,28,2013,,,
A09194,Sims,Married,M,107625,Consumer Discretionary,80237,54,Platinum,3,15000,MONTHLY,ACTIVE,6,27,2013,,,
A09159,Watts,Single,F,107624,Utilities,80237,25,Platinum,0,15000,ANNUAL,ACTIVE,6,24,2013,,,
A04075,Beck,Married,M,41673,Consumer Staples,80237,30,Platinum,2,15000,ANNUAL,ACTIVE,6,24,2010,,,
A01801,Rose,Married,M,79962,Consumer Discretionary,80237,55,Platinum,1,15000,ANNUAL,ACTIVE,6,24,2009,,,
A07076,French,Married,M,50639,Consumer Discretionary,80237,46,Platinum,1,15000,MONTHLY,ACTIVE,6,22,2012,,,
A09119,Douglas,Married,M,113113,Materials,80237,57,Bronze,2,5000,MONTHLY,ACTIVE,6,14,2013,,,
A01724,Gomez,Married,M,87039,Consumer Discretionary,80237,53,Silver,1,7000,ANNUAL,ACTIVE,6,10,2009,,,
A04015,Elliott,Married,M,106137,Financials,80237,55,Silver,3,7000,ANNUAL,ACTIVE,6,4,2010,,,
A03998,Walsh,Married,F,110252,Utilities,80237,35,Silver,1,7000,SEMI-ANNUAL,ACTIVE,5,31,2010,,,
A08970,Hunter,Married,M,92813,Utilities,80237,61,Silver,2,7000,MONTHLY,ACTIVE,5,14,2013,,,
A08965,Simpson,Married,M,114598,Telecommunication Services,80237,52,Bronze,2,5000,MONTHLY,ACTIVE,5,13,2013,,,
A08889,Cunningham,Married,M,99174,Financials,80237,30,Gold,3,9000,MONTHLY,ACTIVE,5,8,2013,,,
A03736,Burgess,Married,M,80661,Energy,80237,51,Gold,1,9000,ANNUAL,ACTIVE,4,27,2010,,,
A08878,Gardner,Single,M,70419,Materials,80237,24,Gold,0,9000,SEMI-ANNUAL,ACTIVE,4,22,2013,,,
A00446,Mendoza,Married,M,37679,Telecommunication Services,80237,38,Silver,2,7000,MONTHLY,ACTIVE,4,10,2008,,,
A03563,Bowman,Married,M,50759,Financials,80237,40,Bronze,2,5000,ANNUAL,ACTIVE,3,31,2010,,,
A03598,Holt,Married,M,79235,Information Technology,80237,42,Platinum,3,15000,ANNUAL,ACTIVE,3,31,2010,,,
A00344,Jordan,Single,M,96696,Information Technology,80237,25,Bronze,0,5000,QUARTERLY,ACTIVE,3,31,2008,,,
A00420,George,Married,F,104063,Consumer Staples,80237,26,Bronze,1,5000,MONTHLY,ACTIVE,3,31,2008,,,
A00392,Obrien,Married,M,52945,Energy,80237,27,Gold,3,9000,ANNUAL,ACTIVE,3,31,2008,,,
A01416,Bowman,Married,M,102004,Real Estate,80237,38,Gold,3,9000,MONTHLY,ACTIVE,3,30,2009,,,
A03487,Johnston,Married,M,106506,Consumer Staples,80237,56,Silver,3,7000,SEMI-ANNUAL,ACTIVE,3,29,2010,,,
A08609,Robbins,Married,F,101705,Consumer Staples,80237,46,Platinum,3,15000,MONTHLY,ACTIVE,3,28,2013,,,
A03394,Cook,Married,M,95707,Real Estate,80237,44,Bronze,3,5000,ANNUAL,ACTIVE,3,26,2010,,,
A08489,Fernandez,Single,M,101858,Materials,80237,29,Bronze,0,5000,ANNUAL,ACTIVE,3,25,2013,,,
A01395,Casey,Married,M,66142,Health Care,80237,29,Bronze,3,5000,SEMI-ANNUAL,ACTIVE,3,24,2009,,,
A01458,Nelson,Single,M,50422,Telecommunication Services,80237,33,Bronze,0,5000,SEMI-ANNUAL,ACTIVE,3,23,2009,,,
A01454,Brooks,Married,M,73502,Consumer Discretionary,80237,44,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,3,20,2009,,,
A06633,Bush,Married,F,101079,Industrials,80237,45,Gold,1,9000,SEMI-ANNUAL,ACTIVE,3,19,2012,,,
A01435,Dawson,Married,M,81302,Financials,80237,65,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,3,18,2009,,,
A03275,Osborne,Married,M,57788,Consumer Staples,80237,50,Platinum,1,15000,ANNUAL,ACTIVE,3,17,2010,,,
A08286,Buchanan,Married,M,74721,Consumer Discretionary,80237,44,Platinum,1,15000,MONTHLY,ACTIVE,3,7,2013,,,
A06512,Diaz,Married,M,99542,Energy,80237,47,Platinum,3,15000,SEMI-ANNUAL,ACTIVE,2,29,2012,,,
A08240,Wheeler,Married,M,113929,Financials,80237,27,Platinum,3,15000,ANNUAL,ACTIVE,2,28,2013,,,
A03119,Aguilar,Married,F,114120,Utilities,80237,60,Silver,1,7000,ANNUAL,ACTIVE,2,26,2010,,,
A03027,Ruiz,Married,M,68405,Consumer Discretionary,80237,58,Silver,2,7000,ANNUAL,ACTIVE,2,22,2010,,,
A02900,Drake,Married,M,77218,Real Estate,80237,47,Platinum,1,15000,SEMI-ANNUAL,ACTIVE,2,5,2010,,,
A02667,Jackson,Married,M,45637,Consumer Discretionary,80237,40,Gold,1,9000,ANNUAL,ACTIVE,1,8,2010,,,
A07904,Medina,Married,M,108531,Consumer Discretionary,80224,35,Bronze,3,5000,ANNUAL,CANCELLED,1,11,2013,5,7,2013
A07929,McGee,Married,M,73285,Consumer Discretionary,80237,43,Silver,3,7000,SEMI-ANNUAL,CANCELLED,1,17,2013,6,5,2013
A07934,Perry,Married,M,55694,Health Care,80231,43,Platinum,1,15000,MONTHLY,CANCELLED,1,17,2013,2,22,2013
A07936,Mack,Married,M,92482,Health Care,80224,37,Gold,2,9000,MONTHLY,CANCELLED,1,17,2013,4,20,2013
A07954,Jenkins,Married,M,104828,Unclassified,80222,45,Gold,1,9000,ANNUAL,CANCELLED,1,18,2013,6,21,2013
A07956,Ryan,Married,F,105095,Energy,80224,39,Silver,2,7000,MONTHLY,CANCELLED,1,18,2013,2,18,2013
A07948,Lloyd,Married,F,51413,Utilities,80237,43,Platinum,1,15000,ANNUAL,CANCELLED,1,18,2013,5,7,2013
A07970,Parsons,Married,M,102053,Real Estate,80224,50,Platinum,3,15000,ANNUAL,CANCELLED,1,23,2013,8,4,2013
A07759,Alvarado,Widowed,F,71531,Real Estate,80237,72,Gold,0,9000,ANNUAL,CANCELLED,1,25,2013,6,10,2013
A08002,Wilkerson,Single,M,80799,Unclassified,80222,37,Platinum,0,15000,ANNUAL,CANCELLED,1,28,2013,2,25,2013
A08027,Newman,Married,F,104273,Health Care,80222,34,Bronze,2,5000,MONTHLY,CANCELLED,1,30,2013,5,30,2013
A08024,Barnett,Single,M,36780,Materials,80224,46,Bronze,0,5000,MONTHLY,CANCELLED,1,31,2013,6,13,2013
A08060,Montgomery,Married,M,103780,Financials,80237,50,Gold,2,9000,ANNUAL,CANCELLED,1,31,2013,4,11,2013
A07768,Ford,Married,M,37986,Real Estate,80222,37,Silver,2,7000,ANNUAL,CANCELLED,1,7,2013,3,26,2013
A07885,Walker,Married,F,80708,Real Estate,80224,60,Bronze,1,5000,ANNUAL,CANCELLED,1,9,2013,2,14,2013
A10018,Gibson,Married,M,46931,Information Technology,80237,41,Gold,1,9000,MONTHLY,CANCELLED,10,10,2013,10,28,2013
A10052,Bowman,Married,M,54628,Materials,80237,49,Gold,2,9000,ANNUAL,CANCELLED,10,23,2013,11,18,2013
A10054,Myers,Married,M,88903,Energy,80231,39,Silver,3,7000,ANNUAL,CANCELLED,10,24,2013,12,9,2013
A10110,Richardson,Married,F,53709,Telecommunication Services,80231,41,Gold,1,9000,MONTHLY,CANCELLED,10,25,2013,12,24,2013
A10109,Greer,Married,M,109578,Real Estate,80222,37,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,10,25,2013,11,26,2013
A10119,Greer,Married,M,81047,Real Estate,80231,42,Bronze,1,5000,ANNUAL,CANCELLED,10,28,2013,11,25,2013
A10094,Morris,Married,M,79390,Telecommunication Services,80231,45,Gold,1,9000,MONTHLY,CANCELLED,10,28,2013,12,17,2013
A10134,Swanson,Married,M,63562,Financials,80231,45,Bronze,2,5000,ANNUAL,CANCELLED,10,31,2013,12,19,2013
A10144,Maxwell,Married,F,54286,Materials,80231,63,Silver,3,7000,MONTHLY,CANCELLED,10,31,2013,11,17,2013
A09993,Gibson,Married,F,119691,Information Technology,80224,45,Platinum,3,15000,MONTHLY,CANCELLED,10,7,2013,11,15,2013
A09997,Howell,Single,F,87157,Telecommunication Services,80237,43,Silver,0,7000,ANNUAL,CANCELLED,10,7,2013,11,12,2013
A10014,Alvarez,Married,M,55147,Financials,80222,55,Gold,2,9000,SEMI-ANNUAL,CANCELLED,10,9,2013,11,9,2013
A10246,West,Married,M,64274,Industrials,80222,42,Bronze,1,5000,MONTHLY,CANCELLED,11,18,2013,12,6,2013
A10210,Townsend,Married,M,111560,Energy,80222,43,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,11,18,2013,12,3,2013
A10243,Vargas,Married,M,96465,Real Estate,80237,34,Bronze,1,5000,MONTHLY,CANCELLED,11,18,2013,12,6,2013
A10232,Lowe,Married,M,43629,Real Estate,80231,42,Platinum,1,15000,ANNUAL,CANCELLED,11,19,2013,12,11,2013
A10279,Nguyen,Single,M,61900,Consumer Staples,80224,25,Gold,0,9000,ANNUAL,CANCELLED,11,22,2013,12,12,2013
A10298,Francis,Married,M,46814,Telecommunication Services,80224,50,Platinum,2,15000,ANNUAL,CANCELLED,11,25,2013,12,24,2013
A10325,Osborne,Married,M,85255,Energy,80222,40,Gold,3,9000,ANNUAL,CANCELLED,11,28,2013,12,21,2013
A10328,Lamb,Married,M,68571,Utilities,80231,43,Platinum,3,15000,ANNUAL,CANCELLED,11,29,2013,12,22,2013
A10356,Hughes,Married,F,69182,Financials,80224,51,Gold,1,9000,ANNUAL,CANCELLED,11,29,2013,12,21,2013
A10183,Chandler,Married,F,107645,Real Estate,80222,63,Bronze,2,5000,ANNUAL,CANCELLED,11,7,2013,11,28,2013
A08106,Murphy,Married,M,46694,Real Estate,80231,48,Gold,3,9000,MONTHLY,CANCELLED,2,14,2013,7,11,2013
A08136,Farmer,Married,F,45677,Health Care,80222,51,Gold,3,9000,MONTHLY,CANCELLED,2,18,2013,10,13,2013
A08132,Willis,Married,M,57788,Information Technology,80231,42,Gold,2,9000,ANNUAL,CANCELLED,2,18,2013,10,6,2013
A08137,Adkins,Single,M,91526,Energy,80222,30,Platinum,0,15000,ANNUAL,CANCELLED,2,18,2013,4,20,2013
A08145,Carr,Married,M,108628,Real Estate,80222,34,Silver,2,7000,MONTHLY,CANCELLED,2,19,2013,11,6,2013
A08150,McKinney,Married,F,101462,Industrials,80224,34,Platinum,2,15000,ANNUAL,CANCELLED,2,19,2013,5,11,2013
A08158,Reynolds,Single,M,117189,Consumer Staples,80224,27,Platinum,0,15000,ANNUAL,CANCELLED,2,20,2013,5,4,2013
A08193,Mitchell,Married,F,81296,Utilities,80237,47,Silver,1,7000,ANNUAL,CANCELLED,2,25,2013,7,7,2013
A08162,Murphy,Married,F,87451,Telecommunication Services,80224,60,Platinum,3,15000,ANNUAL,CANCELLED,2,28,2013,6,23,2013
A08263,Stevenson,Single,M,35041,Information Technology,80237,22,Platinum,0,15000,ANNUAL,CANCELLED,2,28,2013,6,5,2013
A08221,Bennett,Married,F,104411,Real Estate,80237,28,Gold,1,9000,ANNUAL,CANCELLED,2,28,2013,8,7,2013
A08161,Flowers,Married,F,114005,Consumer Staples,80224,60,Platinum,1,15000,ANNUAL,CANCELLED,2,28,2013,5,28,2013
A08241,Luna,Single,M,83710,Information Technology,80231,39,Gold,0,9000,MONTHLY,CANCELLED,2,28,2013,4,4,2013
A08249,Cohen,Divorced,F,41395,Utilities,80237,53,Gold,0,9000,ANNUAL,CANCELLED,2,28,2013,9,11,2013
A08084,Lawson,Married,M,73535,Materials,80222,54,Platinum,1,15000,QUARTERLY,CANCELLED,2,8,2013,5,5,2013
A08293,Burns,Single,F,76356,Utilities,80231,36,Gold,0,9000,MONTHLY,CANCELLED,3,11,2013,8,27,2013
A08343,McDonald,Married,M,81827,Real Estate,80231,49,Gold,2,9000,SEMI-ANNUAL,CANCELLED,3,13,2013,10,11,2013
A08353,Maldonado,Married,M,94261,Unclassified,80224,35,Silver,2,7000,ANNUAL,CANCELLED,3,14,2013,9,14,2013
A08399,Cortez,Married,M,51538,Information Technology,80224,37,Gold,3,9000,ANNUAL,CANCELLED,3,19,2013,5,11,2013
A08406,Patton,Married,M,117863,Consumer Discretionary,80237,47,Platinum,1,15000,MONTHLY,CANCELLED,3,19,2013,6,27,2013
A08429,Hansen,Married,F,105479,Utilities,80237,38,Bronze,1,5000,ANNUAL,CANCELLED,3,20,2013,4,12,2013
A08307,Abbott,Married,M,86841,Financials,80231,51,Silver,2,7000,ANNUAL,CANCELLED,3,20,2013,8,8,2013
A08504,Carson,Single,M,44838,Materials,80222,34,Gold,0,9000,ANNUAL,CANCELLED,3,22,2013,4,25,2013
A08532,Torres,Married,M,118103,Industrials,80222,41,Silver,2,7000,MONTHLY,CANCELLED,3,25,2013,10,13,2013
A08572,Herrera,Married,M,111461,Real Estate,80231,48,Silver,3,7000,MONTHLY,CANCELLED,3,26,2013,9,6,2013
A08366,West,Married,M,118871,Industrials,80231,61,Platinum,2,15000,ANNUAL,CANCELLED,3,26,2013,7,30,2013
A08450,Perkins,Single,F,113198,Industrials,80237,28,Platinum,0,15000,SEMI-ANNUAL,CANCELLED,3,26,2013,8,16,2013
A08350,Lyons,Married,M,116279,Consumer Staples,80222,42,Gold,2,9000,SEMI-ANNUAL,CANCELLED,3,28,2013,6,24,2013
A08579,Holloway,Married,M,36712,Industrials,80237,48,Platinum,2,15000,ANNUAL,CANCELLED,3,28,2013,6,14,2013
A08714,Lamb,Single,M,100149,Information Technology,80237,26,Platinum,0,15000,ANNUAL,CANCELLED,3,31,2013,7,4,2013
A08779,Moody,Married,M,70466,Consumer Staples,80237,53,Silver,3,7000,MONTHLY,CANCELLED,3,31,2013,10,12,2013
A08808,King,Married,F,118678,Telecommunication Services,80222,22,Platinum,3,15000,ANNUAL,CANCELLED,3,31,2013,4,26,2013
A08437,Gilbert,Married,M,85764,Industrials,80237,52,Gold,2,9000,ANNUAL,CANCELLED,3,31,2013,4,24,2013
A08448,Lyons,Single,M,65240,Consumer Discretionary,80224,24,Gold,0,9000,ANNUAL,CANCELLED,3,31,2013,6,19,2013
A08492,Ballard,Married,M,38201,Energy,80237,45,Gold,3,9000,ANNUAL,CANCELLED,3,31,2013,9,14,2013
A08487,Webb,Married,M,35895,Industrials,80224,37,Bronze,3,5000,ANNUAL,CANCELLED,3,31,2013,5,5,2013
A08820,Moss,Married,F,39223,Unclassified,80231,42,Platinum,3,15000,MONTHLY,CANCELLED,3,31,2013,5,13,2013
A08865,Hodges,Married,M,114589,Consumer Staples,80224,50,Silver,3,7000,MONTHLY,CANCELLED,4,12,2013,6,4,2013
A08850,Richardson,Single,F,54880,Real Estate,80222,59,Silver,0,7000,ANNUAL,CANCELLED,4,15,2013,8,12,2013
A08851,Floyd,Married,F,83436,Consumer Discretionary,80224,53,Silver,3,7000,MONTHLY,CANCELLED,4,15,2013,7,16,2013
A08886,Schneider,Married,M,73117,Consumer Staples,80231,56,Bronze,3,5000,QUARTERLY,CANCELLED,4,22,2013,9,26,2013
A08673,Mack,Married,F,47173,Energy,80231,63,Platinum,2,15000,ANNUAL,CANCELLED,4,23,2013,10,24,2013
A08909,Klein,Married,F,57500,Utilities,80222,36,Silver,2,7000,ANNUAL,CANCELLED,4,23,2013,8,10,2013
A08930,Vega,Married,F,111060,Industrials,80224,42,Bronze,3,5000,ANNUAL,CANCELLED,4,29,2013,10,2,2013
A09006,Reed,Single,F,49821,Real Estate,80222,19,Bronze,0,5000,ANNUAL,CANCELLED,5,21,2013,7,13,2013
A09027,Robertson,Married,F,59092,Financials,80231,45,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,5,27,2013,9,14,2013
A09030,Perry,Married,M,96279,Unclassified,80237,36,Bronze,1,5000,MONTHLY,CANCELLED,5,27,2013,10,17,2013
A08954,Gomez,Married,M,59355,Materials,80237,47,Silver,3,7000,ANNUAL,CANCELLED,5,29,2013,10,10,2013
A08973,Peterson,Married,F,54366,Industrials,80231,43,Gold,3,9000,ANNUAL,CANCELLED,5,30,2013,11,4,2013
A09041,Hopkins,Married,M,110064,Utilities,80231,36,Silver,2,7000,SEMI-ANNUAL,CANCELLED,5,31,2013,10,12,2013
A09081,Floyd,Married,M,95671,Health Care,80237,57,Platinum,1,15000,QUARTERLY,CANCELLED,5,31,2013,12,9,2013
A09104,Lopez,Married,M,35947,Utilities,80222,62,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,6,11,2013,8,22,2013
A09154,Reyes,Married,F,50640,Health Care,80237,49,Silver,1,7000,QUARTERLY,CANCELLED,6,21,2013,7,5,2013
A09109,Carlson,Married,M,52044,Information Technology,80224,41,Bronze,3,5000,MONTHLY,CANCELLED,6,24,2013,7,22,2013
A09160,Hart,Married,M,40922,Real Estate,80237,45,Gold,1,9000,ANNUAL,CANCELLED,6,24,2013,7,27,2013
A09179,French,Married,M,84203,Information Technology,80222,45,Silver,3,7000,ANNUAL,CANCELLED,6,25,2013,8,28,2013
A09187,Rose,Married,M,85875,Consumer Discretionary,80224,57,Gold,1,9000,QUARTERLY,CANCELLED,6,27,2013,9,6,2013
A09189,Bowers,Married,M,96623,Health Care,80222,48,Gold,2,9000,MONTHLY,CANCELLED,6,27,2013,7,20,2013
A09233,Terry,Divorced,M,43380,Real Estate,80231,61,Bronze,0,5000,ANNUAL,CANCELLED,6,28,2013,7,27,2013
A09199,Rodriquez,Married,M,114577,Telecommunication Services,80231,59,Bronze,3,5000,ANNUAL,CANCELLED,6,28,2013,8,12,2013
A09270,Herrera,Married,M,108767,Financials,80231,42,Platinum,2,15000,ANNUAL,CANCELLED,7,10,2013,8,8,2013
A09320,Massey,Married,M,72803,Utilities,80237,45,Silver,1,7000,ANNUAL,CANCELLED,7,17,2013,8,15,2013
A09326,Jefferson,Married,M,64128,Information Technology,80222,41,Silver,3,7000,MONTHLY,CANCELLED,7,18,2013,8,2,2013
A09339,Manning,Married,M,86226,Materials,80237,48,Bronze,3,5000,SEMI-ANNUAL,CANCELLED,7,24,2013,9,7,2013
A09382,Frazier,Married,F,52733,Unclassified,80237,47,Platinum,2,15000,SEMI-ANNUAL,CANCELLED,7,29,2013,9,21,2013
A09383,Kelly,Married,M,112669,Telecommunication Services,80224,30,Silver,1,7000,MONTHLY,CANCELLED,7,29,2013,9,19,2013
A09414,Cain,Married,M,115449,Energy,80231,55,Bronze,2,5000,ANNUAL,CANCELLED,7,31,2013,8,31,2013
A09346,Watts,Married,M,113973,Consumer Discretionary,80224,56,Platinum,3,15000,ANNUAL,CANCELLED,7,31,2013,10,14,2013
A09085,French,Married,M,96812,Materials,80222,50,Bronze,3,5000,SEMI-ANNUAL,CANCELLED,7,31,2013,8,29,2013
A09249,Baker,Married,M,38814,Real Estate,80222,38,Bronze,2,5000,MONTHLY,CANCELLED,7,8,2013,8,21,2013
A09483,Burke,Single,M,116398,Consumer Staples,80224,38,Silver,0,7000,ANNUAL,CANCELLED,8,13,2013,8,29,2013
A09492,Lowe,Married,M,65518,Consumer Staples,80222,39,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,8,13,2013,10,25,2013
A09493,Ward,Married,M,53053,Real Estate,80222,53,Bronze,3,5000,ANNUAL,CANCELLED,8,13,2013,10,19,2013
A09486,Bush,Married,M,112203,Health Care,80224,41,Silver,2,7000,ANNUAL,CANCELLED,8,13,2013,9,9,2013
A09497,Alvarado,Married,M,102888,Consumer Discretionary,80237,39,Gold,3,9000,MONTHLY,CANCELLED,8,14,2013,10,8,2013
A09504,Barrett,Married,M,116365,Materials,80222,41,Platinum,1,15000,MONTHLY,CANCELLED,8,16,2013,10,14,2013
A09520,Wallace,Divorced,F,91635,Materials,80231,46,Silver,0,7000,ANNUAL,CANCELLED,8,19,2013,9,7,2013
A09472,McDaniel,Married,M,95700,Information Technology,80237,55,Platinum,1,15000,ANNUAL,CANCELLED,8,21,2013,9,6,2013
A09451,Chandler,Married,M,110939,Utilities,80231,61,Silver,2,7000,ANNUAL,CANCELLED,8,23,2013,9,30,2013
A09526,Joseph,Married,M,109592,Real Estate,80224,69,Silver,3,7000,MONTHLY,CANCELLED,8,27,2013,9,26,2013
A09582,Pearson,Married,M,65025,Unclassified,80237,57,Gold,2,9000,ANNUAL,CANCELLED,8,27,2013,11,5,2013
A09544,Mendoza,Married,M,57076,Energy,80222,39,Gold,3,9000,MONTHLY,CANCELLED,8,27,2013,9,22,2013
A09591,Mullins,Married,M,58694,Consumer Discretionary,80231,56,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,8,28,2013,9,30,2013
A09594,Burgess,Married,F,66704,Energy,80231,30,Bronze,1,5000,ANNUAL,CANCELLED,8,29,2013,10,26,2013
A09658,Russell,Married,F,76491,Industrials,80237,44,Gold,3,9000,ANNUAL,CANCELLED,8,30,2013,10,16,2013
A09625,Romero,Married,M,56868,Energy,80237,48,Platinum,1,15000,ANNUAL,CANCELLED,8,30,2013,10,10,2013
A09650,Grant,Married,M,97634,Telecommunication Services,80224,44,Gold,3,9000,SEMI-ANNUAL,CANCELLED,8,30,2013,10,7,2013
A09642,Moody,Married,M,67187,Industrials,80224,50,Bronze,1,5000,MONTHLY,CANCELLED,8,30,2013,10,6,2013
A09637,Chandler,Married,M,43541,Telecommunication Services,80231,51,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,8,30,2013,10,2,2013
A09444,Weber,Married,F,87778,Financials,80222,41,Bronze,3,5000,MONTHLY,CANCELLED,8,7,2013,9,13,2013
A09439,Anderson,Married,M,71407,Real Estate,80224,33,Silver,1,7000,QUARTERLY,CANCELLED,8,7,2013,9,19,2013
A09722,Matthews,Married,M,76866,Industrials,80231,52,Gold,1,9000,MONTHLY,CANCELLED,9,13,2013,10,3,2013
A09728,Rogers,Married,M,98475,Financials,80224,33,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,9,16,2013,10,9,2013
A09720,Wilkerson,Married,M,69371,Energy,80224,67,Bronze,3,5000,ANNUAL,CANCELLED,9,19,2013,10,28,2013
A09740,Phillips,Married,M,91848,Information Technology,80231,37,Silver,2,7000,MONTHLY,CANCELLED,9,19,2013,10,7,2013
A09781,Robinson,Married,M,78823,Health Care,80231,47,Platinum,3,15000,MONTHLY,CANCELLED,9,20,2013,11,11,2013
